collision_count,executed_path_length,execution_steps,failed_planner_calls,failure_reason,final_goal_distance,maximum_planning_time_s,planner,planner_artificial_obstacles_inserted,planner_backtrack_failed,planner_backtrack_tries,planner_blocked_edges,planner_blocked_steps,planner_changed_cells,planner_changed_edges,planner_collision_checks,planner_expanded_nodes,planner_iterations,planner_map_update_time_s,planner_max_active_virtual_obstacles,planner_nodes,planner_path_cost,planner_path_reuse_ratio,planner_planning_effort,planner_recovery_events,planner_repair_events,planner_samples,planner_search_time_s,planner_selection_changes_due_to_midpoint_checking,planner_state_reused,planner_unique_midpoint_rejections,planner_updated_vertices,planner_virtual_obstacles_created,planning_calls,replans,scenario,seed,sensed_obstacle_ratio,success,total_planning_time_s
0,40.9665216608838,410,1,,0.42156116521309167,0.10613806800029124,r2apf,3,False,1,,0,,,,,,,3,,,0.3333333333333333,448.0,3,2,,,2,,11,,3,12,12,A,5075,0.4375,True,0.8162492690007639
0,35.70000000000007,357,0,,0.40805571053014705,0.10221721600009914,r2apf,0,False,0,,0,,,,,,,0,,,,340.0,0,0,,,1,,5,,0,8,8,A,5076,0.475,True,0.49508980800146674
0,46.59008002092017,467,3,,0.42443221209927107,0.1403248579999854,r2apf,7,False,3,,0,,,,,,,7,,,0.20833333333333331,272.0,7,4,,,3,,9,,7,9,9,A,5077,0.375,True,0.5679015299974708
0,48.900000000000084,489,2,,0.4076125543647728,0.1325087609993716,r2apf,5,False,2,,0,,,,,,,5,,,0.20634920634920637,437.0,5,3,,,1,,7,,5,11,11,A,5078,0.4,True,0.5786609619990486
0,37.400000000000084,374,0,,0.4737556709035742,0.10409983299996384,r2apf,0,False,0,,0,,,,,,,0,,,,533.0,0,0,,,3,,19,,0,14,14,A,5079,0.4875,True,1.0542267419987184
0,38.80000000000015,388,0,,0.4967788534948201,0.11229641299996729,r2apf,1,False,0,,0,,,,,,,1,,,0.2,538.0,1,1,,,4,,16,,1,12,12,A,5080,0.45,True,0.8210042710006746
0,49.778978886717404,498,3,,0.473742024038345,0.15895607299989933,r2apf,9,False,3,,0,,,,,,,9,,,0.3153439153439153,436.0,9,6,,,4,,16,,9,13,13,A,5081,0.475,True,0.8695462339992446
0,37.40000000000017,374,0,,0.44500515943246716,0.08670421399983752,r2apf,0,False,0,,0,,,,,,,0,,,,259.0,0,0,,,3,,8,,0,7,7,A,5082,0.5,True,0.3933917720005411
0,36.20000000000013,362,0,,0.4718053948651886,0.0729379179992975,r2apf,0,False,0,,0,,,,,,,0,,,,231.0,0,0,,,1,,1,,0,6,6,A,5083,0.3625,True,0.27891835699938383
0,36.40000000000009,364,0,,0.4902184756224126,0.11231414499980019,r2apf,0,False,0,,0,,,,,,,0,,,,197.0,0,0,,,0,,1,,0,4,4,A,5084,0.5,True,0.2246382960001938
0,51.22687179141547,515,4,,0.4857773853884532,0.15958102300010069,r2apf,7,False,4,,0,,,,,,,7,,,0.2253968253968254,542.0,7,3,,,7,,13,,7,17,17,A,5085,0.55,True,1.1428656259995478
